MQ2,MQ3,MQ4,MQ6,MQ7,MQ8,MQ135,target
0.86003,0.81415,1.26141,0.55052,0.7149,1.95643,1.00316,healthy
0.85853,0.81365,1.26091,0.55089,0.71352,1.95156,1.00291,healthy
0.8574,0.8109,1.25791,0.55027,0.71215,1.94931,1.00253,healthy
0.85565,0.8129,1.26029,0.55039,0.71265,1.95206,1.00228,healthy
0.8569,0.81215,1.25966,0.55052,0.71027,1.95743,1.00441,healthy
0.85515,0.8099,1.25654,0.55027,0.70927,1.95693,1.00366,healthy
0.8554,0.81002,1.25791,0.55077,0.70827,1.95343,1.00078,healthy
0.85328,0.8104,1.25641,0.55052,0.7069,1.95518,1.00178,healthy
0.85278,0.80927,1.24979,0.55077,0.70715,1.95468,0.99653,healthy
0.85453,0.80877,1.25541,0.55052,0.7064,1.94818,0.99878,healthy
0.85315,0.8094,1.25516,0.55052,0.70527,1.95043,0.99653,healthy
0.85178,0.8099,1.25654,0.55039,0.70527,1.94768,0.99791,healthy
0.85165,0.81002,1.25516,0.55039,0.7034,1.94931,0.99953,healthy
0.85215,0.80965,1.25541,0.55027,0.70127,1.94468,0.99603,healthy
0.85153,0.80865,1.25379,0.55014,0.6999,1.94318,0.98953,healthy
0.8509,0.80527,1.24991,0.55064,0.69977,1.94456,0.99503,healthy
0.85003,0.80802,1.25204,0.55039,0.69777,1.93931,0.99466,healthy
0.84928,0.80777,1.25141,0.55077,0.69702,1.94131,0.99303,healthy
0.84753,0.80727,1.25004,0.55027,0.69552,1.93643,0.99053,healthy
0.84303,0.8049,1.24641,0.55039,0.6929,1.93481,0.99091,healthy
0.84553,0.80652,1.24791,0.55064,0.69327,1.93318,0.98841,healthy
0.84803,0.8074,1.24879,0.55027,0.69152,1.93293,0.98878,healthy
0.8439,0.80427,1.24191,0.55064,0.68902,1.93256,0.98928,healthy
0.84603,0.8059,1.24566,0.55064,0.68852,1.92818,0.98466,healthy
0.84478,0.80515,1.24379,0.55064,0.6879,1.93081,0.98466,healthy
0.84165,0.8044,1.24079,0.55064,0.68252,1.92718,0.98228,healthy
0.84215,0.80202,1.23929,0.55027,0.68352,1.92043,0.9809,healthy
0.84203,0.80365,1.23954,0.55052,0.68365,1.91868,0.97915,healthy
0.84128,0.80165,1.23666,0.55039,0.68077,1.91743,0.97803,healthy
0.83878,0.8029,1.23741,0.55039,0.6804,1.91556,0.9764,healthy
0.83765,0.80115,1.23354,0.55014,0.67927,1.91581,0.9774,healthy
0.83665,0.80027,1.23104,0.55089,0.67702,1.91381,0.97565,healthy
0.8389,0.8024,1.23479,0.55039,0.67827,1.91456,0.97415,healthy
0.83778,0.7984,1.23304,0.55052,0.6769,1.90893,0.97215,healthy
0.83503,0.79927,1.22916,0.55039,0.6744,1.90368,0.9704,healthy
0.8349,0.79852,1.22716,0.55027,0.67352,1.90931,0.9714,healthy
0.8329,0.79665,1.22604,0.55089,0.67215,1.90693,0.97015,healthy
0.8319,0.79765,1.22491,0.55064,0.67177,1.90543,0.9689,healthy
0.83153,0.7994,1.22666,0.55152,0.67215,1.90281,0.9674,healthy
0.8309,0.79877,1.22329,0.55039,0.67165,1.90043,0.96578,healthy
0.83003,0.79702,1.22129,0.55014,0.66902,1.89931,0.96315,healthy
0.82953,0.79702,1.22229,0.55064,0.66952,1.89331,0.96278,healthy
0.8274,0.79615,1.21891,0.55064,0.66765,1.89606,0.9639,healthy
0.82728,0.7969,1.22029,0.55052,0.66965,1.89706,0.9629,healthy
0.82628,0.7974,1.22104,0.55039,0.66827,1.89256,0.96265,healthy
0.82503,0.7959,1.21754,0.55039,0.6679,1.89256,0.96078,healthy
0.82653,0.79765,1.21941,0.55064,0.66627,1.88543,0.96028,healthy
0.8259,0.7969,1.21791,0.55039,0.66702,1.88343,0.95428,healthy
0.82253,0.79427,1.21379,0.55027,0.66402,1.88718,0.95815,healthy
0.82178,0.79465,1.21254,0.55027,0.66502,1.88281,0.95653,healthy
0.8209,0.79477,1.21291,0.55014,0.66377,1.88406,0.95628,healthy
0.82065,0.7959,1.21429,0.55039,0.66465,1.87781,0.95215,healthy
0.81677,0.79377,1.21041,0.55064,0.66265,1.87981,0.95378,healthy
0.8179,0.79315,1.20929,0.55014,0.6629,1.87481,0.95315,healthy
0.81815,0.79577,1.21116,0.55052,0.66415,1.87468,0.95115,healthy
0.81877,0.79402,1.21066,0.55014,0.6614,1.87343,0.9499,healthy
0.81665,0.79277,1.20741,0.54989,0.66215,1.87006,0.9484,healthy
0.81652,0.7939,1.20904,0.55027,0.66065,1.86806,0.94828,healthy
0.81302,0.7919,1.20479,0.55052,0.66027,1.87018,0.94653,healthy
0.81227,0.7914,1.20379,0.55064,0.65965,1.86518,0.9469,healthy
0.81127,0.79177,1.20304,0.55027,0.66015,1.86731,0.94715,healthy
0.81065,0.79215,1.20329,0.55052,0.65977,1.86531,0.9459,healthy
0.8089,0.79077,1.20154,0.55027,0.65927,1.86431,0.94503,healthy
0.80902,0.79202,1.20316,0.55002,0.6594,1.85906,0.94378,healthy
0.80915,0.7919,1.20254,0.55127,0.65352,1.85868,0.94265,healthy
0.80915,0.79052,1.20179,0.55052,0.65952,1.85631,0.94103,healthy
0.8084,0.7919,1.20166,0.55064,0.65514,1.85443,0.94015,healthy
0.80577,0.78952,1.18816,0.55052,0.65727,1.85756,0.93915,healthy
0.80465,0.78927,1.19679,0.55039,0.65702,1.85606,0.9404,healthy
0.80177,0.78877,1.19591,0.55002,0.6564,1.85468,0.9399,healthy
0.80315,0.79027,1.19791,0.55052,0.6579,1.84881,0.93878,healthy
0.80352,0.7899,1.19704,0.55064,0.65765,1.85168,0.93728,healthy
0.80202,0.79002,1.19641,0.55027,0.65765,1.84581,0.93503,healthy
0.80177,0.78965,1.19529,0.55027,0.6574,1.84881,0.93628,healthy
0.80077,0.7889,1.19329,0.55027,0.65727,1.84643,0.93328,healthy
0.80002,0.78815,1.19366,0.54977,0.65414,1.84218,0.92753,healthy
0.79915,0.78827,1.19216,0.55039,0.6564,1.84556,0.93353,healthy
0.79852,0.78752,1.19091,0.55027,0.65552,1.83943,0.93278,healthy
0.7979,0.78752,1.19204,0.55014,0.6559,1.84056,0.9324,healthy
0.79452,0.78702,1.18966,0.55027,0.65565,1.84243,0.9309,healthy
0.7944,0.78665,1.18866,0.55014,0.65652,1.83606,0.93078,healthy
0.7949,0.78815,1.19079,0.55002,0.6559,1.83456,0.92953,healthy
0.79202,0.78577,1.18691,0.55039,0.65514,1.83731,0.92853,healthy
0.79127,0.78465,1.18591,0.54989,0.65502,1.83006,0.91478,healthy
0.7904,0.7849,1.18529,0.55064,0.65489,1.83456,0.92953,healthy
0.7909,0.7859,1.18741,0.54989,0.65477,1.82893,0.9264,healthy
0.78765,0.78615,1.18579,0.55014,0.65452,1.82818,0.9274,healthy
0.7899,0.7849,1.18366,0.55052,0.65615,1.83168,0.92878,healthy
0.78677,0.7844,1.18279,0.55014,0.65602,1.82981,0.92703,healthy
0.78765,0.7859,1.18479,0.55002,0.65477,1.82531,0.92503,healthy
0.78527,0.78352,1.18166,0.55052,0.65615,1.82656,0.9249,healthy
0.78352,0.7829,1.18104,0.55064,0.65577,1.82593,0.9259,healthy
0.78465,0.78365,1.18166,0.55014,0.65615,1.82143,0.9234,healthy
0.78152,0.78277,1.17966,0.55027,0.65627,1.82281,0.9234,healthy
0.78127,0.78265,1.17866,0.55002,0.65565,1.82168,0.92478,healthy
0.7804,0.7824,1.17816,0.55027,0.65464,1.81981,0.92365,healthy
0.7809,0.7834,1.18054,0.55052,0.65464,1.81668,0.92365,healthy
0.7794,0.78327,1.18016,0.55027,0.65477,1.81581,0.92128,healthy
0.77865,0.78215,1.17766,0.55027,0.65627,1.81931,0.92265,healthy
0.77927,0.7804,1.17966,0.55052,0.65652,1.81443,0.92003,healthy
0.77727,0.78115,1.17579,0.55064,0.65452,1.81643,0.92215,healthy
0.77615,0.78252,1.17766,0.55027,0.6559,1.81606,0.92115,healthy
0.77615,0.78252,1.17429,0.55039,0.65602,1.81331,0.91865,healthy
0.77327,0.77977,1.17391,0.55002,0.65452,1.81168,0.92003,healthy
0.77365,0.78202,1.17641,0.55027,0.65214,1.81356,0.92028,healthy
0.7734,0.78202,1.17629,0.55027,0.65665,1.80831,0.91778,healthy
0.77152,0.78177,1.17554,0.55039,0.6554,1.80706,0.91815,healthy
0.77202,0.78177,1.17541,0.55052,0.65677,1.81093,0.91978,healthy
0.7694,0.7814,1.17454,0.55027,0.6574,1.80743,0.91728,healthy
0.77115,0.78202,1.17566,0.54977,0.65652,1.80506,0.9174,healthy
0.76927,0.78002,1.17404,0.55014,0.65652,1.80493,0.91665,healthy
0.76865,0.77715,1.17479,0.55052,0.65765,1.80431,0.9169,healthy
0.76652,0.77865,1.17104,0.54977,0.65665,1.80706,0.9179,healthy
0.76677,0.77915,1.17066,0.55002,0.6569,1.80268,0.9164,healthy
0.7674,0.78065,1.17304,0.55039,0.65715,1.80155,0.91578,healthy
0.76465,0.77865,1.17004,0.55027,0.65815,1.80543,0.91653,healthy
0.76402,0.7784,1.16979,0.55002,0.6579,1.80381,0.9174,healthy
0.76327,0.77815,1.16941,0.54989,0.65777,1.80293,0.9169,healthy
0.76227,0.7779,1.16816,0.55039,0.6594,1.80193,0.91603,healthy
0.76115,0.77915,1.16854,0.55027,0.65802,1.80205,0.91615,healthy
0.7639,0.78052,1.17204,0.55052,0.6609,1.80281,0.9164,healthy
0.7609,0.77977,1.17104,0.55039,0.66065,1.79855,0.91415,healthy
0.76065,0.77965,1.17116,0.55014,0.6609,1.80055,0.91628,healthy
0.76077,0.7774,1.16791,0.55027,0.6609,1.7998,0.91515,healthy
0.75915,0.77877,1.16929,0.55014,0.66102,1.79468,0.91315,healthy
0.75865,0.77852,1.16966,0.55052,0.6609,1.7988,0.91503,healthy
0.75652,0.77752,1.16529,0.55064,0.6609,1.79718,0.91503,healthy
0.75752,0.77865,1.16866,0.54989,0.66102,1.79243,0.91328,healthy
0.75702,0.7779,1.16829,0.55014,0.66202,1.79193,0.91228,healthy
0.75627,0.77777,1.16766,0.55027,0.6624,1.79043,0.91215,healthy
0.75402,0.77777,1.16729,0.55052,0.6624,1.7943,0.91428,healthy
0.75302,0.77852,1.16891,0.55039,0.6619,1.79243,0.9134,healthy
0.75452,0.7784,1.16791,0.55014,0.66302,1.7903,0.91215,healthy
0.75352,0.77552,1.16716,0.55014,0.66152,1.78805,0.91303,healthy
0.75265,0.77615,1.16616,0.54977,0.66177,1.7903,0.91153,healthy
0.75227,0.77615,1.16654,0.55027,0.66315,1.78718,0.91115,healthy
0.7514,0.77527,1.16329,0.55014,0.66152,1.7883,0.91278,healthy
0.7504,0.77527,1.16354,0.54977,0.6614,1.78468,0.9099,healthy
0.74965,0.7764,1.16529,0.54989,0.66202,1.78393,0.9094,healthy
0.74677,0.7744,1.16204,0.55014,0.66102,1.78693,0.90903,healthy
0.74615,0.77415,1.16091,0.54977,0.66065,1.78255,0.9094,healthy
0.74477,0.7739,1.16141,0.55002,0.66127,1.78268,0.91028,healthy
0.74602,0.77415,1.16179,0.55039,0.6624,1.78543,0.90753,healthy
0.74415,0.77277,1.16041,0.55014,0.65952,1.77905,0.90715,healthy
0.7419,0.77352,1.16279,0.55002,0.66077,1.7783,0.90703,healthy
0.7419,0.77252,1.15879,0.55039,0.65977,1.78155,0.90828,healthy
0.74127,0.7719,1.15816,0.55027,0.6609,1.7773,0.9069,healthy
0.74102,0.77202,1.15779,0.55052,0.65965,1.77905,0.9074,healthy
0.7389,0.77365,1.15929,0.55002,0.66077,1.77443,0.9069,healthy
0.73765,0.7734,1.15879,0.55064,0.65902,1.77743,0.90628,healthy
0.73665,0.77115,1.15554,0.55027,0.65915,1.7758,0.8939,healthy
0.73615,0.7704,1.15666,0.55002,0.6584,1.7733,0.9034,healthy
0.7349,0.77027,1.15429,0.55102,0.65827,1.76993,0.90178,healthy
0.73452,0.77102,1.15479,0.55052,0.65915,1.76968,0.90315,healthy
0.73577,0.77002,1.15004,0.55039,0.65827,1.76968,0.9029,healthy
0.7344,0.77202,1.15604,0.55002,0.65777,1.76818,0.90203,healthy
0.7334,0.7694,1.15254,0.55064,0.65865,1.77155,0.89953,healthy
0.7319,0.77127,1.15404,0.55014,0.6589,1.76705,0.90115,healthy
0.73102,0.77115,1.15416,0.54977,0.65852,1.76955,0.90278,healthy
0.72902,0.7699,1.15116,0.55102,0.6574,1.76955,0.90203,healthy
0.7284,0.7704,1.15279,0.55052,0.65815,1.76393,0.9014,healthy
0.72802,0.77002,1.15179,0.55027,0.65752,1.76493,0.90053,healthy
0.72602,0.76977,1.15054,0.54989,0.65765,1.76205,0.89865,healthy
0.72515,0.76977,1.15091,0.55052,0.6574,1.76418,0.9004,healthy
0.72665,0.77002,1.15191,0.55027,0.65752,1.76668,0.90065,healthy
0.72577,0.76965,1.14954,0.54989,0.65777,1.7633,0.89803,healthy
0.7249,0.76902,1.15041,0.55027,0.65577,1.75968,0.89728,healthy
0.7219,0.7674,1.14704,0.54989,0.65577,1.75943,0.89765,healthy
0.72177,0.76177,1.14891,0.54964,0.6559,1.7578,0.89703,healthy
0.72077,0.76677,1.14591,0.55014,0.65552,1.7613,0.89803,healthy
0.72002,0.76702,1.14566,0.55027,0.65552,1.75693,0.89653,healthy
0.72027,0.76715,1.14628,0.55014,0.6554,1.75705,0.89765,healthy
0.71752,0.76615,1.14428,0.55002,0.65665,1.7593,0.89778,healthy
0.71702,0.76377,1.14391,0.55027,0.65502,1.75368,0.89678,healthy
0.71652,0.7659,1.14328,0.55039,0.65514,1.75793,0.89728,healthy
0.71677,0.76665,1.14403,0.55014,0.65665,1.7588,0.89778,healthy
0.71415,0.76665,1.14353,0.55027,0.65702,1.73043,0.89728,healthy
0.71527,0.7679,1.14291,0.55014,0.65615,1.75643,0.89703,healthy
0.71315,0.76652,1.14178,0.55027,0.65602,1.75455,0.8949,healthy
0.71252,0.76602,1.14178,0.55002,0.6564,1.75468,0.89653,healthy
0.7119,0.7644,1.14103,0.54989,0.65439,1.74005,0.89565,healthy
0.70952,0.76527,1.14128,0.54989,0.65627,1.75355,0.8954,healthy
0.71202,0.76615,1.14278,0.55002,0.65627,1.7493,0.89303,healthy
0.7089,0.76415,1.13978,0.55014,0.65489,1.75243,0.89403,healthy
0.7089,0.7654,1.14078,0.55014,0.65602,1.74755,0.8919,healthy
0.70902,0.76452,1.14141,0.55027,0.65615,1.74718,0.89215,healthy
0.7094,0.76565,1.14216,0.55039,0.65702,1.74943,0.89178,healthy
0.70852,0.76552,1.14053,0.54964,0.65677,1.74643,0.89203,healthy
0.70702,0.76527,1.14066,0.55052,0.65652,1.7503,0.8804,healthy
0.70677,0.76377,1.13741,0.55064,0.65652,1.74905,0.89215,healthy
0.7054,0.76452,1.13978,0.55014,0.65552,1.7448,0.89015,healthy
0.70227,0.76365,1.13903,0.55014,0.6564,1.73305,0.89265,healthy
0.70227,0.76402,1.13641,0.55089,0.65627,1.74805,0.89278,healthy
0.70027,0.76402,1.13791,0.55039,0.6569,1.74343,0.89028,healthy
0.70302,0.76402,1.13828,0.55002,0.65652,1.74543,0.89065,healthy
0.70152,0.76365,1.13766,0.54989,0.6569,1.7423,0.88978,healthy
0.6999,0.7634,1.13678,0.55089,0.6564,1.7453,0.8914,healthy
0.70202,0.76415,1.13778,0.54989,0.65652,1.74655,0.89228,healthy
0.70102,0.76327,1.13616,0.55002,0.6574,1.74418,0.8899,healthy
0.7004,0.76277,1.13741,0.55014,0.65565,1.7408,0.88978,healthy
0.69927,0.76327,1.13678,0.55002,0.65552,1.74355,0.8914,healthy
0.69865,0.76052,1.13366,0.55027,0.65765,1.74418,0.89115,healthy
0.69777,0.7619,1.13603,0.55014,0.6564,1.73955,0.8894,healthy
0.69677,0.76227,1.13453,0.54989,0.65715,1.74218,0.89078,healthy
0.69477,0.7619,1.13378,0.55014,0.65752,1.74243,0.88965,healthy
0.69527,0.76202,1.13453,0.55002,0.65652,1.73755,0.89053,healthy
0.69527,0.76177,1.13453,0.54989,0.65765,1.74018,0.8889,healthy
0.6949,0.76177,1.13353,0.54989,0.6579,1.73768,0.88778,healthy
0.69502,0.76265,1.13516,0.54964,0.65765,1.7383,0.88865,healthy
0.69215,0.76165,1.13153,0.55027,0.65852,1.7413,0.8904,healthy
0.69115,0.76165,1.13191,0.55014,0.65652,1.74105,0.89065,healthy
0.69102,0.7614,1.13353,0.55052,0.65877,1.73893,0.8884,healthy
0.69052,0.75902,1.12991,0.55027,0.65865,1.73868,0.89015,healthy
0.69102,0.7589,1.13066,0.55014,0.65752,1.73943,0.88978,healthy
0.68952,0.7589,1.13016,0.55002,0.65802,1.73918,0.88665,healthy
0.68977,0.7589,1.13016,0.55014,0.65877,1.73505,0.8874,healthy
0.6899,0.7604,1.13291,0.55027,0.65827,1.7338,0.88765,healthy
0.68765,0.75415,1.13003,0.54977,0.65852,1.73443,0.88803,healthy
0.68902,0.75852,1.13241,0.55014,0.6604,1.7338,0.88515,healthy
0.68402,0.76115,1.13291,0.55002,0.66027,1.73518,0.88828,healthy
0.68727,0.7589,1.13003,0.55002,0.65752,1.7388,0.88803,healthy
0.68615,0.75827,1.12978,0.55014,0.66027,1.7348,0.8874,healthy
0.68765,0.76002,1.13166,0.55002,0.66165,1.73393,0.88753,healthy
0.68715,0.75977,1.13203,0.55014,0.6609,1.73743,0.88978,healthy
0.68665,0.75815,1.12866,0.55002,0.66215,1.73755,0.8894,healthy
0.68577,0.7599,1.13166,0.55039,0.66265,1.73268,0.88753,healthy
0.68565,0.75952,1.13178,0.55014,0.66302,1.73555,0.88978,healthy
0.6834,0.75777,1.12891,0.54989,0.66177,1.73743,0.89003,healthy
0.68427,0.75752,1.12853,0.55027,0.6609,1.73643,0.88778,healthy
0.68415,0.75702,1.13128,0.55014,0.6639,1.7328,0.88803,healthy
0.68365,0.7584,1.13266,0.55027,0.66377,1.73418,0.88853,healthy
0.68252,0.75802,1.12791,0.55064,0.66377,1.73755,0.89078,healthy
0.68415,0.7584,1.13153,0.55002,0.66377,1.73368,0.88865,healthy
0.6819,0.75677,1.12966,0.55077,0.66577,1.73743,0.89078,healthy
0.67552,0.75077,1.12741,0.55014,0.6639,1.7363,0.88815,healthy
0.68227,0.7569,1.12828,0.55052,0.66577,1.73168,0.88865,healthy
0.68227,0.75827,1.13153,0.55027,0.66665,1.73293,0.88878,healthy
0.68015,0.75877,1.13066,0.55014,0.6669,1.7358,0.89065,healthy
0.68015,0.75715,1.12891,0.54989,0.66577,1.73455,0.8909,healthy
0.6779,0.75677,1.12878,0.55002,0.66602,1.73668,0.89028,healthy
0.68077,0.7584,1.13216,0.55002,0.66877,1.7353,0.8899,healthy
0.68102,0.75915,1.13178,0.55039,0.66727,1.72968,0.88778,healthy
0.6799,0.75815,1.12966,0.55002,0.66665,1.73043,0.88803,healthy
0.67852,0.75727,1.12978,0.55039,0.66677,1.73405,0.88865,healthy
0.67715,0.75615,1.12666,0.54989,0.66765,1.70868,0.88865,healthy
0.6769,0.75715,1.12953,0.55014,0.66727,1.72955,0.88903,healthy
0.67615,0.7549,1.12616,0.55027,0.66652,1.72643,0.88965,healthy
0.67665,0.75527,1.12653,0.54989,0.66702,1.73343,0.8899,healthy
0.67727,0.75502,1.12766,0.55027,0.66652,1.7298,0.88753,healthy
0.67715,0.75552,1.12928,0.55139,0.66902,1.73055,0.88715,healthy
0.67652,0.75652,1.12741,0.55052,0.66927,1.72893,0.88928,healthy
0.67465,0.75515,1.12666,0.54977,0.6674,1.73268,0.88303,healthy
0.67665,0.7564,1.12991,0.55027,0.66977,1.73255,0.89003,healthy
0.67527,0.7569,1.12953,0.54989,0.67015,1.72943,0.8874,healthy
0.67415,0.7564,1.12891,0.55027,0.66827,1.72818,0.88728,healthy
0.67452,0.75465,1.12591,0.55002,0.6699,1.73105,0.88803,healthy
0.67402,0.75502,1.12791,0.55002,0.66827,1.7283,0.88953,healthy
0.67127,0.7539,1.12566,0.55027,0.66802,1.72705,0.88715,healthy
0.67277,0.75402,1.12541,0.55014,0.66865,1.7308,0.88903,healthy
0.67215,0.7554,1.12791,0.55039,0.67052,1.7268,0.88828,healthy
0.67215,0.75402,1.12753,0.55039,0.67065,1.72655,0.88653,healthy
0.67015,0.75327,1.12466,0.55052,0.67065,1.73043,0.88803,healthy
0.6694,0.75515,1.12741,0.55002,0.67077,1.71468,0.88915,healthy
0.67165,0.75427,1.12628,0.55052,0.67202,1.7273,0.88753,healthy
0.6714,0.75515,1.12791,0.55002,0.67002,1.7203,0.88703,healthy
0.66915,0.75402,1.12491,0.55052,0.67165,1.72655,0.88865,healthy
0.66927,0.7549,1.12778,0.55039,0.67165,1.72793,0.8869,healthy
0.66977,0.75465,1.12753,0.55039,0.67102,1.72493,0.88653,healthy
0.66752,0.75277,1.12466,0.54989,0.67152,1.72793,0.88828,healthy
0.66715,0.75427,1.12453,0.55002,0.67052,1.72893,0.88853,healthy
0.66715,0.75402,1.12678,0.54977,0.67077,1.72493,0.8859,healthy
0.66765,0.75202,1.12341,0.55039,0.67052,1.72455,0.88603,healthy
0.66752,0.75152,1.12403,0.55027,0.67077,1.72868,0.8884,healthy
0.66752,0.75377,1.12591,0.55027,0.67252,1.72455,0.88815,healthy
0.6684,0.75515,1.12778,0.54989,0.67177,1.72568,0.88678,healthy
0.66577,0.75277,1.12428,0.55002,0.67177,1.72493,0.88665,healthy
0.66502,0.75202,1.12403,0.55027,0.67177,1.72843,0.87403,healthy
0.6644,0.7519,1.12428,0.55014,0.6719,1.7238,0.88603,healthy
0.66365,0.75227,1.12516,0.55039,0.67165,1.72443,0.88815,healthy
0.6634,0.75302,1.12528,0.55014,0.6729,1.72255,0.88578,healthy
0.6649,0.75315,1.12578,0.55002,0.67352,1.7233,0.88553,healthy
0.66452,0.75327,1.12553,0.55014,0.6724,1.72293,0.8859,healthy
0.66327,0.7519,1.12528,0.54989,0.67265,1.72368,0.8859,healthy
0.66252,0.75115,1.12303,0.55002,0.67252,1.72643,0.88765,healthy
0.66202,0.75277,1.11766,0.55027,0.67365,1.72168,0.8859,healthy
0.66402,0.75377,1.12653,0.54989,0.67302,1.72318,0.88653,healthy
0.66202,0.7514,1.12341,0.55014,0.6734,1.7228,0.88603,healthy
0.6619,0.75127,1.12053,0.55002,0.67327,1.7238,0.88803,healthy
0.66202,0.74802,1.12541,0.55002,0.67327,1.7218,0.88553,healthy
0.6604,0.7504,1.12541,0.55039,0.6734,1.7223,0.88753,healthy
0.65965,0.75227,1.12378,0.55027,0.67477,1.7113,0.88565,healthy
0.66065,0.7524,1.12503,0.54989,0.6744,1.72343,0.88553,healthy
0.6604,0.75215,1.12478,0.55014,0.67352,1.72018,0.8844,healthy
0.65827,0.75002,1.11966,0.55002,0.67365,1.72418,0.8859,healthy
0.65777,0.74977,1.12178,0.55039,0.67352,1.72443,0.88665,healthy
0.6589,0.7514,1.12416,0.55014,0.67502,1.71393,0.8729,healthy
0.65952,0.75127,1.12491,0.55002,0.67415,1.72243,0.88528,healthy
0.6569,0.7499,1.12191,0.55039,0.6734,1.71968,0.88365,healthy
0.65615,0.75027,1.12216,0.55064,0.6749,1.72355,0.88728,healthy
0.65727,0.75115,1.12328,0.55002,0.67365,1.71868,0.88478,healthy
0.65715,0.74902,1.12303,0.55052,0.6749,1.7188,0.88478,healthy
0.65489,0.74902,1.12053,0.55002,0.67152,1.7223,0.88615,healthy
0.65489,0.7499,1.12303,0.55027,0.67477,1.72218,0.88603,healthy
0.65502,0.75065,1.12341,0.55002,0.67527,1.71743,0.88453,healthy
0.65389,0.74852,1.12041,0.55039,0.67402,1.72105,0.8849,healthy
0.65364,0.7504,1.12166,0.55027,0.6744,1.72255,0.8864,healthy
0.65377,0.74877,1.12028,0.55052,0.6764,1.7233,0.88528,healthy
0.6559,0.75127,1.12441,0.54977,0.67627,1.71993,0.88528,healthy
0.65414,0.74927,1.12141,0.55014,0.67615,1.71955,0.8854,healthy
0.65277,0.7494,1.12128,0.54989,0.67765,1.72343,0.88565,healthy
0.65427,0.75077,1.12366,0.55039,0.67665,1.7193,0.88528,healthy
0.65264,0.7489,1.12316,0.55014,0.67652,1.72143,0.88728,healthy
0.65189,0.7504,1.12341,0.55002,0.67815,1.71893,0.8834,healthy
0.65289,0.75002,1.12266,0.54977,0.6769,1.71793,0.88503,healthy
0.65252,0.7484,1.12141,0.55102,0.67802,1.72318,0.88778,healthy
0.65277,0.7489,1.12266,0.55002,0.67777,1.72243,0.88528,healthy
0.65202,0.74865,1.12166,0.55002,0.6794,1.71968,0.8859,healthy
0.64764,0.7474,1.12103,0.55027,0.68015,1.7233,0.88815,healthy
0.65152,0.75002,1.12253,0.55014,0.68102,1.7233,0.8874,healthy
0.65114,0.74752,1.12191,0.55014,0.6804,1.7103,0.8874,healthy
0.65227,0.75052,1.12403,0.55002,0.6794,1.71155,0.8859,healthy
0.64939,0.74865,1.12203,0.55014,0.67965,1.72355,0.88628,healthy
0.65152,0.74827,1.12253,0.55064,0.6824,1.7203,0.88703,healthy
0.65102,0.75002,1.12516,0.55014,0.6824,1.71818,0.88703,healthy
0.64989,0.75015,1.12491,0.55039,0.6824,1.72418,0.88815,healthy
0.64952,0.7479,1.12141,0.55052,0.67627,1.7238,0.88878,healthy
0.64827,0.74802,1.12253,0.55064,0.68265,1.72318,0.88828,healthy
0.64952,0.74827,1.12266,0.55014,0.68227,1.71993,0.88853,healthy
0.65077,0.7484,1.12391,0.54989,0.68215,1.7218,0.88953,healthy
0.65077,0.74927,1.12428,0.55027,0.68377,1.72605,0.89078,healthy
0.65089,0.7504,1.12603,0.54964,0.68415,1.72643,0.8904,healthy
0.64914,0.74865,1.12316,0.54989,0.68415,1.72568,0.89003,healthy
0.64902,0.7484,1.12416,0.55002,0.68427,1.72543,0.8884,healthy
0.64702,0.7484,1.12678,0.55027,0.6844,1.72155,0.89003,healthy
0.64814,0.74915,1.12503,0.55002,0.68665,1.72143,0.8889,healthy
0.64952,0.74877,1.12566,0.54989,0.68477,1.7208,0.88865,healthy
0.64852,0.74777,1.12378,0.55002,0.68502,1.72493,0.89078,healthy
0.64952,0.7489,1.12628,0.55002,0.68565,1.72368,0.88865,healthy
0.64727,0.74802,1.12441,0.55002,0.68565,1.7253,0.89153,healthy
0.64877,0.74952,1.12691,0.55014,0.68627,1.72005,0.89078,healthy
0.64802,0.74827,1.12441,0.55027,0.6884,1.72368,0.88965,healthy
0.64877,0.74877,1.12703,0.55002,0.68665,1.72005,0.88953,healthy
0.64702,0.7479,1.12478,0.55014,0.68565,1.72505,0.8909,healthy
0.64802,0.74902,1.12653,0.55014,0.6864,1.72055,0.88878,healthy
0.64664,0.74802,1.12403,0.54989,0.68715,1.7248,0.89065,healthy
0.64664,0.74715,1.12416,0.55014,0.6884,1.72368,0.89128,healthy
0.64677,0.7474,1.12466,0.55039,0.6879,1.72518,0.89015,healthy
0.64652,0.74777,1.12516,0.55002,0.68815,1.72605,0.89115,healthy
0.64614,0.74715,1.12478,0.55052,0.69002,1.72605,0.89128,healthy
0.64627,0.74715,1.12478,0.55027,0.68877,1.72355,0.89165,healthy
0.64577,0.74727,1.12516,0.54964,0.69065,1.72543,0.8924,healthy
0.64664,0.75015,1.12828,0.55014,0.69165,1.72318,0.89103,healthy
0.64714,0.74965,1.12828,0.55077,0.69127,1.7268,0.89278,healthy
0.64589,0.74815,1.12466,0.55002,0.69177,1.71405,0.8924,healthy
0.64689,0.7479,1.12766,0.55014,0.6899,1.6998,0.89103,healthy
0.64639,0.7439,1.12753,0.55027,0.69177,1.72193,0.88928,healthy
0.64577,0.74902,1.12828,0.55027,0.69027,1.72143,0.8899,healthy
0.64302,0.74615,1.12528,0.55002,0.68965,1.72468,0.89028,healthy
